entity_id,dimension,provider,repeat,role,field,score,confidence,reason
ecology_0cf77b54c36d76a6117f,ecology,codex,0,primary,ecological_suitability,0.4,low,"For a natural lake rather than a reservoir, limited coverage warrants caution because shading could affect light-dependent vegetation and food webs. The Piedmont forest context provides only a weak freshwater proxy. Compatibility depends on missing water clarity, trophic state, aquatic vegetation distribution, sensitive species, and array placement relative to littoral habitat."
ecology_03ae430c9100eb0cc19f,ecology,codex,0,primary,ecological_suitability,0.4,low,"Assuming limited coverage avoids sensitive littoral habitat, compatibility remains mixed: shading could affect this natural lake’s aquatic vegetation and food webs. Congolian coastal forests provide only a coarse biodiversity-sensitivity proxy. Missing freshwater information includes species composition, light-dependent habitat extent, water clarity, nutrient and oxygen conditions, and coverage placement."
ecology_1f9d4bd9d118339c9558,ecology,codex,0,primary,ecological_suitability,0.4,low,"For a natural lake, limited coverage warrants a cautious judgment because shading may disrupt light-dependent habitat and food webs. Cuban pine forests provide only a coarse terrestrial proxy. Missing freshwater information includes water clarity, macrophyte distribution, sensitive aquatic species, nutrient status, and coverage placement relative to littoral habitat."
ecology_06babba544937c127bdb,ecology,codex,0,primary,ecological_suitability,0.35,low,"For this natural lake, potentially important light-dependent benthic habitats suggest cautiously adverse compatibility with floating-PV shading. Nutrient-poor, clear-water conditions are regional possibilities, not established freshwater facts; the terrestrial proxy is weak. Missing information includes water clarity, nutrient status, benthic productivity, aquatic species sensitivity, and coverage placement relative to productive habitats."
ecology_157a947ff793fc1cff3e,ecology,codex,0,primary,ecological_suitability,0.4,low,"For a natural lake rather than a reservoir, limited coverage merits caution because shading can disrupt light-dependent habitats and food webs. The terrestrial mangrove proxy does not establish freshwater ecology. Missing information includes salinity, aquatic vegetation, water clarity, nutrient status, hydrological connectivity, sensitive species, and proposed coverage relative to littoral habitats."
ecology_08a79ff5445b84009e43,ecology,codex,0,primary,ecological_suitability,0.5,low,"Assuming limited coverage avoids sensitive littoral habitat, compatibility is mixed. Reservoir modification distinguishes this from a natural lake but does not remove shading risks to aquatic production and food webs. The montane terrestrial context weakly constrains freshwater sensitivity; missing information includes macrophyte distribution, trophic state, oxygen dynamics, and aquatic community composition."
ecology_0c5475c05c1a980d52da,ecology,codex,0,primary,ecological_suitability,0.4,low,"For a natural lake rather than a reservoir, limited coverage warrants caution because shading can affect light-dependent habitat and food webs. The foothills forest context is only a coarse proxy. Freshwater trophic state, water clarity, littoral vegetation, sensitive species, oxygen dynamics, and array placement relative to productive habitat are unknown."
ecology_21b161706b26bb7cc71a,ecology,codex,0,primary,ecological_suitability,0.35,low,"For a natural lake, limited coverage still warrants caution about shading light-dependent habitats and altering aquatic food webs. The moist-forest context suggests potential biodiversity sensitivity but is only a coarse proxy. Freshwater species, macrophyte distribution, water clarity, nutrient and oxygen conditions, and coverage placement are unknown; compatibility could vary substantially."
ecology_0d51ac6e48b0d870575f,ecology,codex,0,primary,ecological_suitability,0.35,low,"For a natural lake, Beni savanna context suggests potential floodplain habitat sensitivity, supporting a cautious adverse judgment even for limited coverage. Shading could affect aquatic plants and food webs. This terrestrial proxy does not establish freshwater conditions; missing information includes water clarity, aquatic vegetation, floodplain connectivity, sensitive species, and array placement relative to light-dependent habitats."
ecology_08bdf32758f4d8e96703,ecology,codex,0,primary,ecological_suitability,0.4,low,"Assuming limited coverage, compatibility is somewhat adverse because shading could disrupt light-dependent habitats and primary production in a natural lake, rather than a reservoir. The terrestrial ecoregion is only a weak freshwater proxy. Water clarity, trophic state, macrophyte distribution, sensitive aquatic species, and placement relative to littoral habitat are unknown."
ecology_04ddbaa619f6d6238298,ecology,codex,0,primary,ecological_suitability,0.4,low,"For this natural lake, limited coverage could affect light-dependent vegetation and food webs, warranting caution rather than reservoir-like assumptions. The Southern Andean Yungas context suggests potential biodiversity sensitivity but is only a terrestrial proxy. Missing freshwater information includes water clarity, macrophyte distribution, trophic status, sensitive species, oxygen dynamics, and coverage placement relative to habitats."
ecology_206ba871bf4a7b8ce0b9,ecology,codex,0,primary,ecological_suitability,0.35,low,"For a natural lake rather than a reservoir, I judge limited coverage cautiously adverse: highland lake communities may be sensitive to shading of light-dependent habitat. The terrestrial ecoregion is only a coarse proxy. Missing freshwater information includes aquatic endemism, macrophyte distribution, trophic status, oxygen dynamics, and array placement relative to sensitive habitat."
ecology_0e27240702b6d7d5f21f,ecology,codex,0,primary,ecological_suitability,0.4,low,"Limited coverage may be compatible, but this natural lake warrants caution over shading of light-dependent habitats and associated food webs. The terrestrial desert context does not establish freshwater sensitivity. Key missing information includes salinity, nutrient status, water clarity, macrophyte distribution, aquatic communities, and coverage extent and placement relative to littoral habitats."
ecology_0553284424f88be46215,ecology,codex,0,primary,ecological_suitability,0.4,low,"I judge compatibility mixed to adverse: limited coverage on a natural lake may affect light-dependent habitat and food webs. The mangrove terrestrial context suggests possible coastal connectivity, not established freshwater conditions. Missing information includes salinity, hydrologic connectivity, water clarity, submerged vegetation, sensitive aquatic species, and coverage placement relative to habitats."
